48;201708;20;131.00
20;201705;8;377.00
38;201701;17;951.00
4;201712;25;858.00
37;201704;6;265.00
1;201705;8;814.00
34;201707;2;371.00
44;201702;4;492.00
1;201703;3;355.00
21;201711;11;705.00
42;201702;13;375.00
31;201707;16;976.00
37;201710;13;213.00
36;201711;21;600.00
12;201711;8;112.00
24;201710;17;32.00
3;201709;15;297.00
15;201707;10;123.00
3;201711;4;200.00
29;201707;5;345.00
13;201711;7;629.00
47;201709;9;453.00
38;201708;13;742.00
13;201702;23;82.00
42;201712;3;646.00
7;201707;9;237.00
38;201708;14;938.00
12;201706;2;168.00
22;201703;15;3.00
29;201709;15;588.00
15;201701;1;380.00
46;201704;13;904.00
37;201709;23;812.00
28;201711;22;860.00
7;201702;14;467.00
8;201710;12;332.00
48;201705;11;462.00
31;201702;24;487.00
15;201707;11;973.00
20;201710;3;786.00
15;201702;11;650.00
33;201711;11;335.00
44;201707;25;863.00
25;201707;8;771.00
15;201712;21;873.00
33;201710;18;834.00
20;201711;6;212.00
19;201709;14;753.00
32;201704;20;294.00
16;201712;1;855.00
17;201711;14;38.00
33;201706;2;988.00
50;201702;2;159.00
16;201702;19;403.00
43;201711;12;224.00
50;201706;17;609.00
35;201707;25;551.00
7;201702;2;204.00
29;201702;11;866.00
46;201710;17;996.00
27;201704;22;377.00
5;201701;9;63.00
8;201702;10;606.00
5;201709;17;776.00
7;201707;16;360.00
15;201703;1;453.00
36;201704;17;321.00
14;201704;21;752.00
27;201712;18;909.00
26;201708;22;335.00
16;201705;11;381.00
46;201712;13;703.00
42;201707;1;185.00
49;201707;11;232.00
34;201709;9;995.00
34;201710;8;835.00
37;201705;10;256.00
45;201710;14;101.00
21;201710;20;998.00
45;201702;10;142.00
12;201701;4;957.00
14;201705;13;31.00
45;201702;10;806.00
27;201704;11;678.00
38;201704;14;547.00
19;201710;21;462.00
29;201704;8;504.00
41;201711;11;886.00
39;201710;13;774.00
17;201701;7;641.00
19;201708;6;997.00
45;201702;3;423.00
40;201707;3;737.00
43;201708;3;446.00
25;201702;7;444.00
33;201703;11;709.00
17;201711;13;23.00
30;201708;24;981.00
39;201706;20;866.00
38;201702;6;710.00
36;201709;13;785.00
27;201710;12;835.00
29;201708;14;171.00
5;201706;8;432.00
14;201702;23;808.00
26;201712;5;567.00
41;201703;4;452.00
36;201705;14;462.00
39;201704;1;97.00
4;201702;9;736.00
22;201705;1;676.00
44;201705;4;851.00
39;201712;24;221.00
40;201703;6;846.00
38;201701;3;981.00
29;201701;8;333.00
9;201707;21;189.00
50;201702;11;874.00
20;201706;2;860.00
50;201703;3;363.00
3;201703;6;29.00
33;201707;20;302.00
1;201705;7;648.00
39;201702;14;634.00
19;201703;9;602.00
41;201705;5;153.00
8;201709;1;906.00
10;201706;24;417.00
35;201706;4;337.00
28;201709;5;268.00
21;201704;6;547.00
3;201712;18;75.00
48;201710;22;491.00
20;201702;21;413.00
41;201705;23;358.00
15;201704;4;28.00
6;201704;24;895.00
27;201702;14;409.00
30;201704;4;998.00
1;201702;11;172.00
38;201710;1;194.00
45;201703;24;875.00
37;201704;20;711.00
42;201701;6;578.00
18;201706;13;738.00
21;201703;13;807.00
28;201709;23;572.00
35;201708;14;310.00
38;201703;17;17.00
30;201710;16;668.00
12;201710;4;653.00
10;201707;9;544.00
3;201703;23;887.00
11;201708;10;634.00
32;201706;8;501.00
49;201712;20;563.00
42;201710;9;836.00
6;201708;2;364.00
19;201708;5;724.00
5;201708;9;561.00
17;201703;9;616.00
42;201705;1;821.00
1;201708;10;912.00
43;201701;24;466.00
50;201709;22;154.00
1;201709;3;740.00
19;201705;16;178.00
25;201712;9;496.00
36;201712;10;486.00
13;201705;21;627.00
20;201709;9;240.00
41;201709;1;933.00
45;201702;19;102.00
2;201705;24;42.00
26;201712;12;940.00
28;201711;6;231.00
44;201712;11;521.00
24;201705;9;877.00
38;201709;8;363.00
27;201705;16;828.00
29;201701;10;856.00
40;201704;4;627.00
48;201702;13;312.00
37;201708;21;192.00
29;201701;13;956.00
33;201709;7;75.00
8;201709;23;253.00
26;201702;24;535.00
32;201704;15;661.00
6;201702;2;724.00
3;201706;2;64.00
18;201712;11;420.00
5;201712;20;686.00
9;201702;4;29.00
27;201709;21;37.00
29;201710;6;834.00
1;201710;19;44.00
7;201704;2;717.00
18;201702;22;339.00
4;201705;12;279.00
39;201706;9;686.00
44;201709;20;964.00
46;201709;2;230.00
19;201704;2;794.00
18;201707;20;294.00
38;201712;25;927.00
9;201707;24;800.00
48;201707;16;523.00
34;201704;6;963.00
32;201704;3;852.00
17;201702;22;645.00
34;201710;19;207.00
31;201707;11;995.00
23;201707;10;455.00
48;201711;4;686.00
29;201707;14;816.00
49;201704;17;390.00
5;201702;9;846.00
13;201708;2;185.00
20;201705;8;362.00
50;201708;24;246.00
48;201704;10;415.00
49;201701;11;744.00
11;201710;4;914.00
17;201703;1;510.00
20;201711;1;974.00
40;201709;13;503.00
11;201703;3;246.00
19;201711;9;911.00
6;201705;21;200.00
22;201712;23;695.00
8;201709;11;270.00
1;201703;18;640.00
19;201709;12;710.00
32;201702;25;698.00
21;201711;14;719.00
15;201709;9;700.00
13;201708;10;38.00
37;201712;25;677.00
40;201705;15;79.00
26;201711;7;741.00
17;201705;5;836.00
28;201712;8;362.00
50;201702;20;763.00
21;201711;5;954.00
43;201711;9;170.00
16;201707;20;196.00
43;201708;20;338.00
12;201702;22;227.00
30;201702;8;930.00
48;201701;12;97.00
6;201705;4;478.00
37;201709;4;472.00
37;201703;24;456.00
43;201702;7;611.00
1;201711;19;274.00
19;201703;15;137.00
47;201704;4;50.00
9;201710;4;348.00
35;201709;20;635.00
42;201707;6;67.00
11;201709;22;282.00
42;201706;2;215.00
21;201705;1;156.00
41;201710;13;133.00
14;201706;11;507.00
46;201710;19;743.00
45;201705;7;766.00
4;201702;8;13.00
2;201707;1;611.00
36;201705;8;560.00
21;201701;7;517.00
50;201706;5;560.00
4;201701;20;323.00
15;201712;12;879.00
28;201704;24;911.00
50;201704;14;516.00
6;201707;2;652.00
2;201709;5;540.00
13;201710;4;911.00
12;201706;4;571.00
32;201707;16;577.00
44;201707;19;511.00
21;201709;18;675.00
45;201708;3;709.00
12;201712;4;30.00
15;201704;19;800.00
50;201701;24;525.00
13;201704;14;802.00
39;201703;6;1.00
34;201711;2;869.00
6;201707;8;28.00
19;201702;6;240.00
5;201708;16;625.00
31;201701;24;665.00
35;201704;4;723.00
6;201704;7;83.00
11;201707;5;265.00
48;201702;23;906.00
18;201701;19;972.00
18;201704;21;146.00
27;201707;2;378.00
33;201702;14;141.00
10;201703;6;569.00
1;201711;18;118.00
24;201701;16;508.00
14;201712;8;376.00
34;201706;19;682.00
18;201709;17;446.00
6;201711;5;683.00
44;201709;18;192.00
4;201708;23;721.00
2;201710;16;64.00
40;201705;6;141.00
20;201704;3;286.00
43;201710;13;236.00
12;201710;20;433.00
34;201708;9;205.00
43;201707;14;366.00
20;201703;13;455.00
44;201701;13;757.00
48;201708;13;259.00
21;201709;1;248.00
19;201711;8;365.00
5;201706;1;748.00
47;201706;23;228.00
43;201710;23;238.00
20;201705;23;35.00
14;201702;17;261.00
29;201711;24;809.00
34;201702;7;256.00
35;201711;7;380.00
14;201703;15;23.00
33;201702;14;268.00
5;201712;19;936.00
48;201706;5;157.00
1;201704;17;505.00
23;201708;23;136.00
31;201705;14;671.00
26;201711;10;62.00
47;201703;22;227.00
28;201710;5;124.00
6;201704;22;335.00
15;201702;24;855.00
16;201707;11;957.00
45;201704;21;210.00
34;201704;13;211.00
49;201703;5;953.00
2;201703;11;36.00
24;201712;11;328.00
16;201711;3;765.00
43;201708;4;442.00
4;201702;19;343.00
10;201702;1;802.00
43;201703;1;874.00
21;201708;23;579.00
39;201707;13;542.00
42;201707;1;421.00
29;201708;14;431.00
6;201705;5;49.00
23;201707;7;67.00
18;201712;14;453.00
48;201706;2;738.00
41;201703;18;735.00
13;201704;7;158.00
36;201705;9;902.00
47;201710;21;824.00
25;201711;23;23.00
31;201705;17;2.00
25;201704;24;153.00
32;201709;19;884.00
25;201711;19;676.00
27;201709;13;886.00
27;201709;9;269.00
30;201706;22;992.00
33;201704;5;868.00
46;201710;3;226.00
24;201706;15;547.00
30;201701;6;949.00
23;201707;1;652.00
1;201707;24;864.00
4;201705;24;706.00
49;201708;17;889.00
48;201708;10;840.00
18;201702;8;368.00
42;201702;7;721.00
46;201702;2;521.00
41;201709;7;386.00
39;201709;25;45.00
6;201710;7;751.00
4;201701;24;393.00
31;201706;3;68.00
27;201710;22;339.00
32;201707;4;979.00
50;201707;7;816.00
26;201712;25;220.00
42;201708;25;810.00
41;201706;2;176.00
9;201703;2;206.00
16;201703;12;362.00
2;201708;18;820.00
35;201705;18;936.00
36;201702;21;460.00
13;201704;1;199.00
50;201704;1;759.00
30;201707;15;539.00
45;201703;21;869.00
1;201702;1;986.00
26;201704;22;269.00
26;201706;15;248.00
13;201711;14;495.00
37;201702;9;311.00
46;201712;3;287.00
26;201704;10;863.00
26;201706;3;837.00
50;201701;7;854.00
23;201709;8;690.00
3;201701;10;67.00
12;201705;2;184.00
45;201712;16;499.00
4;201708;21;611.00
41;201707;6;248.00
1;201707;4;67.00
17;201704;17;321.00
40;201712;11;235.00
20;201711;20;426.00
28;201709;21;497.00
26;201708;7;296.00
43;201703;14;383.00
12;201711;18;821.00
41;201704;24;114.00
27;201703;8;601.00
45;201711;2;434.00
6;201704;16;54.00
4;201705;19;769.00
34;201705;11;396.00
5;201707;21;606.00
23;201711;16;854.00
32;201705;18;472.00
30;201709;8;308.00
1;201703;13;52.00
41;201712;12;508.00
21;201712;6;383.00
1;201709;14;947.00
18;201712;6;535.00
42;201704;15;132.00
49;201703;17;980.00
43;201705;19;154.00
31;201708;9;778.00
27;201701;19;139.00
12;201712;25;285.00
8;201705;15;192.00
23;201709;8;374.00
41;201710;15;305.00
2;201702;11;870.00
17;201707;21;666.00
22;201712;25;515.00
14;201702;5;207.00
28;201709;23;695.00
18;201709;3;597.00
9;201704;12;940.00
26;201703;11;513.00
4;201712;11;899.00
39;201706;21;624.00
28;201701;12;393.00
30;201711;24;947.00
20;201710;3;337.00
13;201707;13;557.00
6;201712;5;803.00
47;201702;11;710.00
46;201706;1;768.00
48;201709;3;719.00
19;201704;1;377.00
47;201702;20;22.00
42;201709;18;273.00
22;201709;21;83.00
40;201704;22;657.00
38;201709;1;859.00
16;201701;12;210.00
1;201701;21;624.00
43;201708;18;950.00
1;201712;15;515.00
41;201704;12;798.00
1;201702;22;240.00
28;201705;15;960.00
43;201707;11;147.00
8;201706;20;267.00
26;201708;1;825.00
38;201708;21;386.00
35;201703;17;980.00
40;201712;1;399.00
4;201706;23;199.00
3;201702;7;865.00
25;201711;12;703.00
25;201707;17;335.00
19;201701;13;359.00
21;201711;12;282.00
39;201707;4;328.00
30;201705;15;26.00
48;201711;18;581.00
20;201710;22;168.00
47;201706;24;739.00
36;201702;3;647.00
8;201705;14;624.00
23;201710;19;451.00
12;201709;5;298.00
41;201704;6;272.00
10;201706;22;675.00
46;201709;6;332.00
19;201708;24;26.00
41;201701;8;272.00
12;201705;12;350.00
11;201707;18;151.00
3;201710;6;492.00
12;201711;8;743.00
45;201701;19;433.00
41;201707;5;518.00
38;201708;13;244.00
7;201710;2;481.00
20;201708;6;34.00
14;201708;1;205.00
48;201703;23;265.00
21;201707;15;409.00
14;201708;25;383.00
22;201708;17;314.00
30;201710;7;62.00
36;201708;11;445.00
22;201701;24;846.00
43;201704;4;961.00
43;201705;2;904.00
26;201709;1;157.00
44;201708;17;116.00
2;201702;21;809.00
18;201703;17;847.00
9;201703;25;864.00
35;201705;24;884.00
43;201701;20;951.00
20;201704;13;514.00
3;201707;6;695.00
39;201710;4;198.00
33;201712;25;592.00
28;201710;23;635.00
25;201706;10;724.00
10;201704;1;382.00
47;201710;6;122.00
22;201704;21;921.00
43;201710;20;833.00
33;201711;20;224.00
20;201706;3;106.00
28;201712;17;809.00
48;201702;14;778.00
12;201706;3;613.00
49;201709;6;290.00
7;201701;10;604.00
22;201702;11;6.00
7;201704;13;315.00
19;201706;12;879.00
49;201710;24;333.00
34;201706;24;918.00
20;201702;22;198.00
30;201709;8;332.00
33;201704;10;109.00
10;201701;1;767.00
36;201709;20;750.00
29;201701;22;223.00
11;201708;6;518.00
2;201702;5;122.00
43;201702;6;244.00
47;201711;15;136.00
22;201702;17;771.00
19;201708;19;801.00
44;201702;25;753.00
44;201709;19;546.00
26;201712;18;644.00
44;201711;14;395.00
1;201707;3;186.00
13;201709;4;5.00
42;201707;22;555.00
19;201706;13;193.00
39;201704;12;328.00
14;201701;9;660.00
49;201702;4;240.00
39;201702;15;580.00
27;201712;1;525.00
46;201701;18;572.00
2;201712;1;664.00
9;201709;25;842.00
30;201704;11;852.00
3;201712;6;355.00
44;201705;20;95.00
19;201705;19;379.00
9;201704;22;509.00
23;201704;20;833.00
21;201706;22;451.00
29;201712;5;475.00
16;201703;16;979.00
35;201710;24;217.00
3;201703;19;232.00
49;201711;3;466.00
48;201709;1;822.00
40;201707;14;640.00
19;201711;21;500.00
40;201704;1;763.00
5;201709;7;753.00
32;201708;7;837.00
4;201706;24;200.00
38;201706;1;33.00
13;201711;12;468.00
48;201703;25;456.00
24;201701;2;169.00
26;201703;2;231.00
26;201702;15;664.00
4;201712;8;748.00
23;201708;1;894.00
25;201706;20;109.00
25;201712;5;286.00
8;201712;13;720.00
18;201709;6;243.00
16;201708;1;910.00
2;201705;4;123.00
43;201701;15;980.00
19;201710;15;930.00
40;201711;11;115.00
10;201706;3;11.00
3;201708;5;389.00
47;201712;16;902.00
46;201704;1;810.00
39;201711;18;488.00
50;201701;25;128.00
37;201708;24;45.00
42;201702;13;139.00
45;201701;7;961.00
37;201707;5;72.00
19;201712;21;180.00
25;201701;25;899.00
4;201701;12;825.00
24;201703;4;412.00
3;201709;4;338.00
20;201703;10;491.00
32;201701;7;211.00
18;201707;2;779.00
10;201710;17;953.00
26;201712;8;874.00
8;201701;14;64.00
40;201702;8;718.00
8;201710;16;846.00
49;201703;4;785.00
6;201711;18;649.00
45;201712;23;100.0
9;201712;16;42.00
14;201705;22;457.00
4;201707;9;588.00
20;201712;14;116.00
20;201709;10;863.00
28;201702;22;340.00
44;201703;3;302.00
35;201711;24;797.00
11;201703;17;388.00
32;201702;8;74.00
15;201706;10;294.00
40;201710;9;655.00
20;201707;20;699.00
45;201702;1;943.00
29;201702;10;855.00
15;201706;1;366.00
28;201710;19;970.00
49;201708;5;632.00
22;201709;11;850.00
8;201711;7;425.00
35;201704;23;245.00
8;201709;9;916.00
22;201707;20;250.00
30;201706;6;771.00
11;201709;12;894.00
19;201706;11;994.00
20;201710;2;571.00
9;201712;2;750.00
12;201702;23;64.00
32;201701;11;818.00
8;201712;19;378.00
12;201706;17;985.00
16;201709;16;544.00
18;201710;11;565.00
17;201705;1;372.00
49;201705;7;573.00
23;201701;23;316.00
8;201709;10;884.00
18;201712;2;492.00
27;201704;13;152.00
23;201702;20;472.00
3;201708;4;190.00
2;201701;3;46.00
14;201709;3;200.00
37;201711;10;82.00
24;201703;1;184.00
44;201702;24;483.00
49;201703;7;144.00
42;201712;18;920.00
21;201710;6;230.00
11;201701;1;968.00
27;201712;20;871.00
30;201707;9;182.00
29;201710;17;867.00
27;201710;20;576.00
47;201709;18;837.00
46;201702;18;15.00
20;201709;20;86.00
32;201705;10;477.00
31;201705;12;85.00
27;201711;12;405.00
11;201710;14;318.00
46;201702;4;67.00
33;201708;2;772.00
15;201707;10;902.00
48;201707;13;269.00
24;201707;11;44.00
14;201711;24;249.00
35;201703;22;418.00
30;201706;22;901.00
23;201710;20;379.00
24;201703;16;207.00
29;201710;18;793.00
32;201706;3;731.00
26;201706;12;962.00
39;201710;15;453.00
14;201711;13;179.00
19;201704;14;256.00
36;201705;25;47.00
46;201704;18;54.00
30;201708;25;704.00
4;201712;16;45.00
32;201712;13;662.00
34;201712;2;161.00
26;201710;16;341.00
39;201712;1;419.00
30;201703;9;611.00
39;201701;13;86.00
47;201712;3;937.00
6;201708;14;135.00
4;201709;3;791.00
33;201712;9;19.00
10;201709;2;909.00
3;201702;9;743.00
10;201704;16;166.00
9;201704;11;228.00
32;201702;13;463.00
20;201711;1;168.00
21;201705;4;254.00
14;201701;6;735.00
37;201705;25;507.00
44;201702;5;61.00
4;201704;6;721.00
3;201706;15;947.00
33;201711;10;456.00
46;201704;18;55.00
50;201701;19;147.00
15;201705;12;894.00
40;201703;5;953.00
10;201704;24;41.00
13;201706;22;922.00
12;201704;24;804.00
40;201703;14;497.00
1;201704;6;197.00
16;201701;5;524.00
23;201711;17;702.00
47;201702;4;883.00
6;201703;12;10.0
36;201704;13;786.00
20;201711;24;708.00
13;201712;6;904.00
39;201702;24;263.00
34;201707;7;394.00
46;201707;12;296.00
20;201706;8;751.00
6;201709;13;373.00
39;201709;10;922.00
40;201704;23;104.00
15;201712;2;349.00
41;201708;6;49.00
25;201708;24;628.00
21;201703;11;649.00
44;201707;13;422.00
32;201710;23;657.00
40;201706;17;24.00
8;201706;22;288.00
5;201702;23;519.00
15;201706;16;266.00
27;201708;8;361.00
15;201711;8;606.00
50;201708;22;829.00
18;201702;8;324.00
1;201703;12;457.00
23;201711;9;517.00
12;201706;25;638.00
36;201712;25;726.00
32;201711;11;657.00
11;201707;6;333.00
39;201707;21;217.00
34;201711;7;604.00
36;201712;21;3.00
16;201710;16;361.00
21;201709;23;789.00
14;201601;14;207.00
27;201602;1;101.00
41;201608;25;478.00
43;201612;13;831.00
32;201606;16;825.00
43;201605;5;126.00
23;201602;1;439.00
43;201605;11;261.00
37;201603;19;783.00
7;201608;4;901.00
1;201608;5;673.00
18;201604;13;111.00
2;201611;4;465.00
6;201612;4;795.00
10;201611;20;889.00
35;201605;18;922.00
13;201604;14;74.00
43;201607;19;871.00
9;201604;4;637.00
36;201608;11;48.00
33;201602;21;114.00
36;201603;14;835.00
30;201609;8;272.00
48;201606;18;264.00
30;201609;6;194.00
43;201604;17;252.00
39;201608;3;839.00
48;201603;13;606.00
22;201606;2;269.00
49;201605;9;361.00
41;201603;10;774.00
33;201606;7;917.00
28;201612;4;691.00
29;201604;15;219.00
3;201605;1;649.00
44;201602;23;20.00
38;201611;10;185.00
49;201604;9;499.00
31;201605;5;562.00
18;201612;21;583.00
5;201608;19;919.00
4;201610;6;722.00
35;201607;3;698.00
6;201609;22;45.00
28;201601;22;57.00
29;201611;5;22.00
20;201602;3;949.00
11;201611;8;562.00
17;201609;15;883.00
1;201607;21;468.00
28;201608;9;869.00
45;201610;23;566.00
35;201604;23;246.00
14;201603;22;641.00
30;201603;1;747.00
28;201608;16;233.00
47;201605;9;617.00
21;201601;24;852.00
37;201604;20;507.00
2;201610;3;353.00
23;201608;14;565.00
12;201602;8;688.00
12;201602;5;183.00
39;201603;10;240.00
25;201601;5;66.00
11;201609;12;923.00
35;201611;6;723.00
46;201601;11;456.00
9;201606;9;608.00
25;201610;13;391.00
27;201605;17;23.00
18;201602;16;776.00
32;201612;25;48.00
1;201603;10;467.00
39;201611;10;414.00
50;201609;3;377.00
36;201602;23;757.00
31;201611;14;612.00
15;201609;13;43.00
12;201602;17;175.00
14;201603;2;289.00
35;201605;21;819.00
44;201609;15;293.00
26;201606;17;390.00
41;201608;13;552.00
23;201603;4;893.00
31;201603;22;717.00
45;201602;7;711.00
50;201604;20;406.00
46;201608;11;901.00
35;201611;18;683.00
26;201604;10;901.00
26;201612;3;188.00
37;201612;4;365.00
30;201608;5;966.00
30;201603;14;36.00
29;201607;15;653.00
13;201612;17;504.00
28;201602;15;217.00
37;201606;24;889.00
2;201612;12;353.00
40;201609;7;637.00
11;201611;23;91.00
28;201605;25;853.00
44;201603;12;894.00
50;201602;23;850.00
41;201610;24;473.00
2;201606;9;934.00
48;201610;5;975.00
27;201603;12;735.00
35;201605;1;49.00
39;201603;12;273.00
45;201610;5;666.00
7;201612;14;277.00
10;201601;22;408.00
21;201606;1;464.00
5;201609;2;42.00
26;201611;16;46.00
18;201606;20;115.00
41;201611;12;401.00
38;201611;11;492.00
23;201611;14;124.00
3;201607;23;94.00
37;201608;25;888.00
43;201607;9;945.00
38;201608;10;124.00
49;201612;19;713.00
16;201605;11;830.00
41;201612;14;722.00
11;201609;15;452.00
21;201610;16;964.00
33;201605;25;678.00
9;201612;15;606.00
31;201602;19;728.00
25;201608;3;97.00
6;201607;16;819.00
7;201607;17;498.00
31;201611;22;723.00
21;201612;13;49.00
3;201610;10;127.00
50;201607;1;661.00
5;201606;4;701.00
23;201609;14;284.00
43;201610;18;779.00
2;201606;2;291.00
31;201603;6;529.00
49;201607;4;289.00
12;201603;6;190.00
47;201601;24;572.00
28;201612;12;846.00
1;201605;9;192.00
37;201605;10;313.00
17;201611;1;316.00
24;201609;18;795.00
42;201608;13;178.00
33;201607;24;880.00
50;201605;20;421.00
33;201612;5;435.00
25;201603;13;424.00
27;201607;22;922.00
3;201609;24;979.00
26;201604;3;723.00
20;201610;21;120.00
43;201612;4;357.00
16;201609;13;570.00
32;201610;4;670.00
45;201612;2;803.00
3;201607;5;908.00
42;201610;8;726.00
25;201607;12;1.00
3;201608;20;503.00
20;201601;23;544.00
15;201603;14;340.00
47;201608;2;559.00
36;201609;2;500.00
27;201610;4;465.00
12;201611;17;785.00
37;201602;17;545.00
3;201609;4;922.00
30;201605;24;947.00
10;201602;21;626.00
19;201605;16;715.00
48;201605;15;705.00
24;201607;1;559.00
16;201612;18;636.00
40;201609;14;364.00
29;201609;25;185.00
28;201608;11;391.00
7;201610;5;594.00
34;201611;24;404.00
14;201605;4;315.00
6;201612;13;986.00
10;201606;2;28.00
47;201606;21;186.00
7;201608;18;915.00
44;201602;7;954.00
37;201612;23;921.00
1;201603;13;687.00
46;201610;4;846.00
10;201602;1;465.00
34;201602;12;580.00
19;201609;5;556.00
30;201612;4;637.00
48;201601;7;295.00
2;201606;5;3.00
9;201608;1;159.00
46;201612;14;322.00
44;201604;24;206.00
45;201607;22;169.00
49;201610;25;798.00
19;201610;2;218.00
17;201601;3;380.00
46;201601;25;899.00
46;201612;23;563.00
50;201607;20;163.00
3;201602;13;792.00
15;201604;12;867.00
34;201608;11;482.00
50;201602;5;344.00
1;201603;16;761.00
8;201601;20;541.00
22;201607;10;81.00
1;201611;3;213.00
9;201606;8;256.00
44;201612;25;536.00
40;201602;8;261.00
13;201602;8;850.00
5;201605;7;710.00
26;201604;9;579.00
35;201606;2;723.00
14;201603;12;221.00
18;201601;3;59.00
46;201612;12;973.00
14;201605;6;279.00
27;201609;5;964.00
50;201604;5;290.00
49;201605;20;631.00
21;201609;24;756.00
44;201610;19;64.00
23;201611;22;602.00
39;201605;2;494.00
7;201605;17;651.00
22;201607;2;670.00
1;201602;7;564.00
37;201605;22;82.00
41;201607;14;251.00
22;201609;1;164.00
25;201605;19;579.00
19;201604;4;617.00
9;201610;16;379.00
11;201603;17;431.00
17;201608;5;772.00
29;201606;14;600.00
5;201608;20;877.00
40;201606;8;723.00
48;201602;5;911.00
8;201608;11;647.00
11;201609;5;332.00
1;201602;16;172.00
11;201605;2;414.00
8;201602;15;462.00
33;201610;25;890.00
19;201605;11;412.00
31;201609;10;540.00
43;201610;10;307.00
23;201604;6;270.00
23;201603;9;730.00
44;201607;8;584.00
30;201608;19;181.00
31;201610;9;252.00
12;201607;12;198.00
15;201602;17;53.00
37;201605;5;424.00
1;201612;2;446.00
