3764,12/1955,41,3456
2668,8/2016,29,3718
1142,11/1966,33,580
4318,3/1969,19,6819
4005,3/1996,19,6814
1586,1/2016,46,6439
2618,11/1971,8,1391
3674,12/1991,11,69
1221,2/1953,34,636
2419,12/1993,49,5671
4725,8/2009,35,2802
3662,7/1966,15,11
2373,10/2000,33,4051
2111,12/1966,16,3098
3051,4/1996,3,4832
1870,11/1995,33,5020
3638,2/2008,10,218
2033,6/1997,17,3510
2495,11/1961,6,6261
3781,11/1970,1,513
4704,9/1990,38,489
1866,11/1957,20,1234
1171,4/1993,22,4990
2365,9/1962,46,467
323,3/2003,27,3053
1060,5/2011,21,6046
2830,8/1994,7,7552
3613,9/1981,18,5090
3473,11/1963,22,7230
4392,10/1969,17,7727
3216,9/1963,16,6350
427,3/1971,38,4622
1573,11/1956,32,5407
4644,2/2002,7,5614
3660,8/2004,13,7730
3363,6/1977,12,6506
4246,10/1994,40,5534
872,2/1966,31,4005
1495,12/1968,9,6116
2835,12/1985,42,5940
174,12/1968,27,6474
912,11/1986,30,216
3044,9/1977,38,4565
14,5/1968,2,2067
744,4/1975,14,407
2677,6/1960,31,7204
2498,2/1972,29,1620
808,12/1967,23,6045
833,12/1980,45,402
2583,11/1979,33,7144
4242,9/1952,26,5432
368,3/2007,22,1958
4827,4/1997,4,1644
1017,7/1969,49,2646
4317,2/1996,12,4920
2211,1/1961,13,3064
2307,7/1963,10,4192
1275,11/1960,9,158
3055,4/1969,47,3894
1068,3/1953,28,2928
1424,7/2000,1,4116
2817,11/1958,50,881
4738,11/2009,5,1164
1327,1/1966,49,3191
2962,12/2001,8,3668
2917,3/2004,19,6723
4177,2/1965,23,7810
1425,1/1958,13,6686
3634,10/1995,13,4686
2742,2/1996,19,314
4803,2/1989,2,2235
3790,5/1982,47,4887
3932,9/1960,25,5824
878,9/1997,3,5812
2862,7/1995,29,2985
2599,9/1995,50,2338
74,2/1955,36,743
1134,1/1960,32,1364
2641,3/1971,5,2406
2238,5/2016,43,1480
4508,11/1996,40,2355
2093,12/1969,4,3316
3133,3/2006,11,6309
4201,11/1964,1,1931
1825,3/1959,46,453
1787,3/2015,31,3700
849,7/1959,47,581
77,8/1996,31,174
1253,10/1964,46,5202
453,8/1962,6,3045
4192,7/2005,8,6690
1441,10/1952,25,3694
1560,12/2016,8,4013
3535,5/1999,11,6575
1042,12/1950,11,161
4845,10/1987,32,6471
172,8/1962,37,5942
1995,7/1999,2,2157
3932,8/1954,3,1128
715,1/2004,22,7777
1649,8/1977,36,663
1216,5/2003,13,3045
3799,8/2013,33,1731
4634,7/2016,19,6589
4501,9/2013,27,2063
3899,2/1956,49,31
2917,1/2010,4,1269
2839,11/1954,46,4215
1618,4/2014,1,4658
1249,12/1994,45,1257
3671,4/1976,37,2534
1659,4/2004,9,7042
4397,9/2003,33,5505
4385,1/1994,40,5127
3295,5/1983,35,6526
2513,9/1990,50,4659
2624,12/1970,6,5263
2314,12/2012,28,4646
4565,6/1965,11,5803
843,10/1972,9,830
1727,6/1976,47,340
4980,1/1992,45,4924
4320,8/1996,50,2077
1468,6/2002,31,7185
3547,5/1954,27,6544
697,5/1985,42,4538
197,1/2000,39,4228
2802,10/1972,38,6925
1030,6/1950,22,606
4850,11/1985,16,5128
180,10/1964,11,1941
3575,9/1977,28,6674
4946,10/1998,30,3837
1716,4/1989,31,1981
3408,7/1970,40,7199
1626,12/1980,42,3567
1740,10/1974,12,5116
3752,4/1991,27,797
3639,4/2008,40,3098
406,5/2003,16,3175
1124,1/1971,33,605
1201,11/1959,18,2933
4757,2/1978,43,3579
3527,9/1990,42,7268
4963,2/1962,16,784
4882,2/2004,5,7883
1627,8/1999,18,563
1440,8/2013,14,3029
3670,5/1970,5,5949
312,6/1957,26,2206
2713,5/2008,15,1178
1151,4/2008,39,6268
1569,10/1971,32,7910
4765,12/1993,23,210
3453,4/2001,33,632
4802,3/2004,1,6606
1093,12/1980,45,1298
3336,1/2000,22,4953
4368,3/1950,22,7994
1671,6/1957,45,6037
1154,12/1997,6,6915
2864,10/1957,7,6942
3726,5/2011,22,7010
4020,10/1991,35,2124
1991,1/1997,13,4130
3682,6/1985,40,2085
204,4/1973,26,1249
3609,4/1998,41,4155
2090,10/1990,16,2346
10,2/2007,11,7561
1344,4/2011,9,3997
2641,3/1999,22,7754
1997,1/1961,23,1823
2872,2/1994,44,6022
1062,11/1972,20,2091
4666,6/1966,1,7056
4903,2/1954,9,2260
2729,8/1962,26,2348
3848,7/1975,29,2646
4501,10/1983,40,816
2054,3/1958,14,4923
1178,10/2008,25,3063
2478,8/1964,15,5551
1724,2/1961,30,1635
2023,5/1984,29,7628
3749,2/2011,40,1425
4713,4/2015,25,2340
4492,1/1980,29,2099
1722,5/1988,36,2515
258,6/1990,43,4863
4432,9/2002,14,4290
3756,9/2017,50,5790
4867,10/1998,11,4740
1655,7/1960,49,452
2263,11/2005,22,2608
2653,11/1979,36,5378
1887,3/1958,24,7846
3553,8/2014,29,6403
4068,3/1982,19,3848
4943,6/1977,46,171
368,7/1955,38,5909
2406,2/1977,34,3038
1394,9/1981,48,3229
967,6/1952,15,5596
748,3/1984,3,6965
719,10/2007,12,3693
4438,1/1987,22,2695
4829,2/1996,38,4701
4497,4/1994,44,6228
3199,1/1986,42,4810
2438,10/1966,48,982
2048,10/1987,8,6911
703,2/2012,19,7336
3323,3/1955,31,7114
4431,11/2001,49,4018
4431,11/2001,48,3473
1032,2/2009,38,6351
1203,5/1961,32,1586
4723,2/1979,8,3679
942,2/1970,37,5808
3040,5/1989,12,575
1893,8/1969,50,5099
2818,1/1984,33,2255
3372,5/1951,50,7707
1513,7/1951,32,7039
4025,4/1960,4,2763
2796,8/1953,4,5537
957,7/1969,43,2937
4619,5/1995,27,2941
1565,10/1960,28,4826
538,8/2005,35,5398
3565,5/1965,40,2111
1538,10/1962,49,3697
2665,9/1973,30,3965
2177,7/2015,26,605
4152,9/1959,41,5194
155,12/1974,35,4976
1743,4/2013,49,3137
2321,8/1955,37,846
1985,11/2011,5,1919
4527,8/1973,46,5917
3830,9/2009,49,5399
237,2/1951,2,4680
1383,11/1960,29,1819
2858,1/2017,36,3893
2009,1/2012,38,2478
3386,10/1982,21,1875
2607,1/1990,49,6776
4687,10/1956,21,1249
3482,6/1979,6,1420
1267,8/1983,5,2607
3416,2/2004,1,4533
4465,11/1978,44,6097
805,2/2000,44,7759
2314,10/1989,6,7126
3808,9/1956,24,3594
4740,1/1987,19,3968
4339,3/1968,18,4953
2710,3/1976,44,4922
1605,1/1971,8,3540
779,3/1969,14,1036
4497,5/2015,13,966
1901,2/1954,10,4539
351,6/1994,4,855
3572,1/1955,34,4297
4141,4/1990,23,5834
3245,3/2006,7,1979
2611,3/1986,19,6249
4002,12/2009,20,1482
4064,12/2013,31,3589
4761,1/1974,33,6005
4499,3/1969,10,5840
4364,12/2005,3,6125
2048,3/1980,14,200
4293,5/1968,38,6352
3975,6/1988,26,5818
1659,1/1983,19,5615
2036,11/1988,42,7015
1392,12/1984,10,6933
2273,8/2002,6,1248
517,1/1976,5,1335
4601,4/1952,29,7990
3536,6/1960,36,1033
2713,10/1988,33,1794
3991,8/1962,5,7123
1936,7/1992,22,2279
1579,9/1996,2,4192
3361,10/1984,12,3592
4622,11/2003,36,3292
3061,12/1967,32,2559
207,8/1990,5,1276
3990,5/1954,47,4974
1149,5/2004,4,4456
562,5/2008,5,4967
2646,6/2016,48,744
3594,5/2015,29,3372
820,1/2013,45,4806
4528,6/2002,25,6537
2052,2/1962,37,7850
1064,2/1951,45,7515
4481,7/1969,37,4868
2180,6/2009,31,1862
257,7/2008,47,3488
3881,4/1968,11,6172
4129,6/1967,36,1465
1349,7/2007,48,3744
4116,8/1994,34,2572
2947,1/1957,33,7213
729,4/1988,5,7028
644,3/1985,37,7752
2661,11/1971,38,4682
2282,5/1998,22,6725
328,2/1953,9,7286
3529,4/2003,30,4488
4548,6/1995,8,6240
3263,1/2010,6,7348
1513,10/1957,14,4538
238,12/1962,47,4277
3145,6/2013,24,3530
1462,3/1976,30,6230
1573,3/1962,45,3807
3562,2/2016,40,7276
1826,8/2012,48,5260
3214,11/1985,15,2963
1346,12/1959,21,2955
2577,8/2004,22,159
32,1/1968,4,659
371,9/1970,46,1668
4143,10/1997,38,3932
1217,1/2004,37,3859
4896,5/1963,14,3075
283,11/1952,41,2298
1033,11/1958,31,175
4532,7/1955,23,411
1343,4/2014,42,74
4498,8/1999,15,2347
3404,9/2016,16,3134
1809,1/1980,9,3807
1797,8/1955,22,4536
4094,3/1984,13,2055
4464,7/1964,44,6338
3603,5/2017,17,5672
2831,3/1963,33,1643
4316,12/1967,47,3575
183,11/1973,45,2469
2218,1/2015,26,6352
1238,8/1971,30,5917
4757,3/1966,22,7961
2515,7/1982,18,2131
3325,3/2015,19,3338
1163,11/1983,40,3826
4302,8/1977,13,7093
4844,6/1957,40,7781
1001,2/1981,11,6840
1843,6/1987,43,819
1381,6/1966,41,5570
4631,8/1975,11,6786
2259,12/1985,5,5491
915,6/1981,29,2204
2092,10/1973,7,7540
4533,2/2014,31,2197
643,11/1961,2,4551
1513,7/1955,37,1409
1354,9/1952,12,3265
3700,8/1975,4,2021
2035,6/2009,29,4826
2642,8/1988,42,3075
319,8/1970,33,3778
3642,12/1962,22,7445
4245,10/1990,5,6459
1926,11/1968,24,4778
2134,4/1970,38,4344
145,4/2007,36,2742
4542,7/1969,20,1047
3693,7/1957,47,2948
1255,10/1976,14,4064
2264,2/1985,40,3281
4722,2/1959,4,5883
3868,9/1990,20,150
3404,9/1957,43,6099
549,4/1968,3,380
2986,10/1996,4,3020
1703,7/1984,33,3181
4509,11/1968,26,463
3768,7/2000,37,4630
2936,4/2006,41,2838
2830,11/1957,42,3663
780,11/1994,35,691
4677,1/1985,23,3344
2799,9/2003,22,7985
1791,8/1955,26,7123
2523,4/1969,31,1527
2796,11/1958,40,2625
4828,7/1961,2,1331
3984,7/2006,25,6021
1808,11/1981,23,1997
3089,2/1993,16,4617
2889,10/1965,6,3738
127,10/1952,13,3135
2075,1/1985,32,6619
4043,10/2001,45,5254
4315,11/1971,33,2226
4936,10/1993,48,7040
286,3/1963,32,443
1105,6/1956,24,7548
268,2/2007,39,5595
1124,11/1978,29,7028
3541,11/2005,39,5720
2753,8/1972,30,6561
2374,2/1998,22,1473
3662,12/1950,11,705
3774,11/1952,33,3453
2519,12/1980,23,7763
1769,1/1997,18,3299
3814,11/1952,7,454
14,2/1992,38,4571
4258,12/1971,43,5456
2067,7/1953,25,6769
3569,5/1976,49,5406
387,5/2003,9,3750
2976,3/1987,42,7946
1063,6/2012,39,7710
2784,8/1951,42,458
2131,10/2003,33,6365
1028,6/1976,16,718
4592,7/2002,4,2742
764,6/2003,44,5152
3192,10/1971,9,710
3038,8/2009,10,6335
2649,1/1969,31,1019
1741,5/1994,24,2876
1351,6/1997,30,6090
1009,6/1975,1,4573
1858,4/2016,9,792
4940,9/2009,39,2224
4493,4/2008,8,5497
3466,2/1976,42,1778
1535,4/1986,11,7102
694,8/1955,30,1540
393,11/2007,2,6588
516,11/2007,33,826
3503,1/1972,4,4437
2414,6/1991,50,2038
1497,1/1968,15,3352
1360,6/1962,38,3397
2765,6/2016,47,4319
305,7/2009,37,1723
28,8/1986,48,6923
1666,10/1990,12,4125
1050,7/2010,50,5692
3384,7/1989,8,4521
2948,3/1968,26,4371
1694,11/1987,10,3173
2994,3/1968,42,372
225,3/1969,13,5720
1925,1/1975,30,6121
867,2/1965,2,7551
2063,4/1953,22,6567
3838,6/1959,35,6699
4927,12/1999,20,1914
460,1/1998,32,1651
2103,1/1995,19,1010
2370,9/1995,36,5754
1532,5/1966,2,3242
1876,12/2012,50,5847
2131,11/1955,43,3011
2741,5/1952,39,2926
4214,7/1966,27,497
1513,6/1963,19,294
5000,4/1979,32,4937
697,7/1983,35,7113
901,3/1967,25,3028
3998,1/2006,43,294
2856,11/1963,2,4183
2839,7/2017,32,7998
312,10/1972,48,5594
2700,8/1965,36,1377
4775,4/1952,8,2843
2241,1/1993,17,966
2730,4/1995,19,5653
887,10/1962,2,3386
3668,11/2000,22,3532
4282,11/1989,18,6750
790,2/1973,45,202
4496,5/1970,41,2757
634,7/1950,36,2775
4898,4/1987,7,3530
2288,6/1958,45,7153
4020,6/2006,14,3249
1529,6/1964,10,7136
59,10/1964,17,1576
2997,12/2015,42,1032
403,2/2010,50,4644
2946,4/2003,6,6201
513,3/1953,19,5182
3750,1/1975,34,3729
451,9/2014,41,1713
415,2/1992,33,3970
4821,7/1987,37,5377
4916,1/2004,6,7270
3695,10/2000,48,5485
2398,12/1993,46,1805
1652,6/2005,16,6880
804,3/1957,9,5609
922,8/1974,4,1832
4766,7/2000,44,1416
1344,5/1968,13,7983
773,5/1994,19,7647
2574,10/1952,4,1828
3909,6/2004,7,6852
753,9/1986,6,1948
145,10/1982,38,1441
4845,6/1958,35,4673
4929,4/2011,14,3936
924,11/1972,6,6396
4316,12/1977,9,6567
1523,8/1994,26,5472
315,3/1977,11,1250
4888,12/1972,46,5733
2607,9/1982,14,3260
1883,12/2008,18,316
784,2/2002,48,6655
584,6/2008,38,472
1605,1/1965,7,4883
3686,6/1960,27,3820
2409,12/2012,49,3928
1490,10/1966,7,5107
1630,7/1981,28,4253
1186,4/1983,17,4381
4301,2/1980,25,4274
1684,1/1973,7,5215
3544,1/2017,35,1151
67,9/1978,45,6765
4048,9/1973,16,2415
1576,12/1991,40,3006
2916,8/1974,41,6064
290,12/2008,24,1173
2745,2/2007,33,446
4382,11/1966,45,1147
2677,1/1962,17,4356
217,12/1952,38,684
1208,4/1993,16,5431
1999,8/1982,17,4851
879,1/1996,12,3800
4740,7/2012,41,3836
1343,12/2013,11,6906
2109,8/1971,5,6108
3193,9/1990,4,6380
705,11/1950,19,2921
3588,2/1992,47,4846
4577,8/1981,41,202
4919,12/1954,22,960
755,6/1965,28,7670
4036,6/2003,11,7967
4814,7/2003,45,2136
3512,11/1964,20,3370
2190,8/1975,3,293
3510,5/1987,2,6997
2474,10/1974,10,1166
1151,6/1972,29,5818
2797,3/2001,15,6346
1933,3/1987,35,320
3495,11/1952,31,1516
1249,1/2005,22,1808
3540,4/2004,14,6025
754,8/2009,23,5551
2319,7/2005,21,4915
2322,4/1972,5,5740
2158,11/2010,31,1815
302,5/1958,6,5439
4687,7/1961,1,7563
1806,7/1963,47,3951
1536,11/1965,17,6516
157,9/1982,38,4344
3605,12/1984,12,7327
2936,4/2010,50,135
13,12/1962,46,3764
3728,4/1988,23,497
1558,4/1963,3,4317
3414,6/2002,43,5763
3098,11/1977,20,7997
4454,6/1975,26,1377
1662,2/2009,43,7367
3144,12/1969,4,5276
3141,10/1962,13,752
1961,8/1989,47,3649
377,3/2001,12,6858
4412,12/1956,26,4773
2697,7/2001,23,2806
4875,9/1980,42,7048
4149,7/1951,25,4456
2423,5/1987,43,6625
4032,1/1958,26,2617
4153,5/1968,22,2947
3379,7/2012,11,6173
499,5/2005,40,6425
1167,3/1962,7,163
1283,9/2014,38,4194
1496,9/1956,7,6484
4980,8/1978,21,5821
7,2/1983,5,2182
997,7/1961,45,3653
4463,4/2006,17,783
1909,7/1993,42,2399
1655,2/1982,1,1750
1243,7/1993,32,3712
4718,4/1993,22,4150
376,6/1969,36,2272
2101,3/1969,33,5577
4920,10/1975,28,6708
3929,12/1956,8,701
1776,10/1999,48,1322
4418,4/1955,18,1864
735,3/1978,43,6457
49,8/1980,15,902
1474,6/1984,11,7950
2952,8/1965,20,5907
3630,12/1953,37,6357
2774,1/1955,13,3807
3549,4/1989,17,5553
3721,6/1990,29,3434
881,1/1963,26,6353
1121,2/1952,37,1723
233,4/1994,28,5274
2285,10/1992,43,3759
1761,2/2010,21,5498
3207,8/1980,10,3573
3,9/1988,3,5919
3638,9/1960,45,387
2746,6/1985,30,1979
3776,6/1965,5,817
2287,11/1995,14,4949
977,7/1994,3,1075
2850,10/1980,38,6109
4687,2/2008,28,1292
3148,3/1955,43,1562
4800,10/1955,27,505
1856,4/1968,40,6215
32,9/1992,17,6879
